Job Title,Company,Location,Job Description
Software Engineer - Entry level,LOCKHEED MARTIN CORPORATION,"Sunnyvale, CA","COVID-19 continues to significantly impact our employees, families and communities. With employee health and safety as our top priority, and as a federal contractor, Lockheed Martin is taking action to address the increased risk and uncertainty COVID variants pose in the workplace and ensuring we meet our commitments to national security.

To uphold safety for all employees, we will continue to request vaccination status for all Lockheed Martin employees including new hires. All current and newly hired employees who are unvaccinated will be required to adhere to onsite safety protocols.
Description:Going to space is just the beginning. It’s what you do when you get there that matters. Lockheed Martin builds the satellites and spacecraft that do amazing things in space for government and commercial customers. Connecting people. Advancing discovery. And protecting what matters most. Lockheed Martin-built satellites give earlier warning of severe weather, connect troops on the battlefield, and deliver GPS directions to a billion people worldwide.
As we look to the future, we’re driving innovations to help our customers do even more in orbit. That’s why we’re crafting smarter satellites that operate like smartphones in the sky, with apps that can be updated in orbit so they can adapt as mission needs on the ground change. Your mission is ours. And as that mission evolves, we’ll be ready. Will you?
What does this role look like?
Working with experienced engineers, you will support the software engineering lifecycle following the program Plan (SDP) to include requirements analysis, object oriented analysis & design, code & unit test, integration, and support to formal test / delivery. You will also participate in technical reviews/audits of software products.

This position will be part of the NGG macro test team. These positions require s and are subject to security investigation.
Basic Qualifications:
Bachelor Degree in a Computer Science or other related STEM degree program from an accredited college/university. This position requires special access to support the program and requires the selected candidate to be a US Citizen.
Desired Skills:
Fluent in C, C++
Fluent in Python
Strong written/verbal skills
Active Clearance
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional"
Software Engineer (Python),imgix,"San Francisco, CA","The imgix team is looking for a motivated engineer to join the backend team, either locally or remotely, in expanding and maintaining the imgix service, which solves images for some of the largest sites on the Internet.
The backend team at imgix is responsible for building and maintaining the Python-based backend, which manages all customer account requests, including sign-up, onboarding, service configuration, image management, billing, and analytics. We are looking for engineers who are not only strong technically, but who also care and think about product and how we can solve problems for our customers.
About You:

Interested in designing, developing, and delivering tested, maintainable code
Enjoy working with other developers and team members
Comfortable developing in Python (or similar)
Like to solve problems, both through writing code and using already existing resources
Practical enough to know when to stop polishing code and ship it
Believe in the value of unit, integration, and functional testing

About the Role:

Build, test, and deploy our Python-based account management API service
Expand and improve our image manager product, which oversees millions of images daily
Optimize code paths and database queries for maximum performance
Collaborate with other developers, product, design, and sales on designing solutions to solve problems for imgix customers
Contribute to knowledge sharing, both within engineering and with the rest of the company
Technologies include Python, Dataflow, mongoDB, BigQuery, Tornado, and more
imgix is building the future of visual media on the Internet. imgix operates the premier solution to deliver impactful, engaging, highly responsive and super fast imagery to eyeballs around the world. The service consists of a top tier image delivery platform tightly coupled with imgix's proprietary, on-demand image processing pipeline. It provides customers with great design flexibility while reducing the engineering investment required to serve state-of-the-art visual media. imgix enables our customers to greatly increase the value of their imagery and get back to building awesome things.
We are located in downtown San Francisco, close to BART, Caltrain, and a really good sandwich place; but, our engineers can work remotely as much as they wish. Employee benefits are comprehensive (401k, medical, dental and vision), perks are generous, vacation time is flexible, and salaries are commensurate with experience.
This is a remote position."
Information Technology Specialist,Placer County,"Auburn, CA","Introduction
Placer County is comprised of over 1,400 square miles of beautiful and diverse geography, ranging from the residential and commercial areas of South Placer, through the historic foothill areas of Auburn, Foresthill, and Colfax, and to the County's jewel of the North Lake Tahoe basin. Placer is a great place to live, work, play and learn. For more information about Placer County, please visit www.visitplacer.com.

POSITION INFORMATION
The Placer County Treasurer-Tax Collector's Office currently has one (1) vacancy for an Information Technology Specialist.
The eligible list created by this recruitment may be used to fill additional permanent positions within the County as they arise.
BENEFITS
Placer County offers a comprehensive benefits package to employees. The following information represents benefits currently available to permanent Placer County employees and may be subject to change. Applicants should inquire as to the most current benefit package during hiring interviews or by contacting the Human Resources Department."
Software Developer for Neuroscience Startup,Neurobehavioral Systems,"Berkeley, CA","Neurobehavioral Systems is a small profitable company pivoting into a much larger market, and we're looking for a core team member to grow with us.
We're seeking a developer to be a primary contributor in the development of a new product in medical diagnostic testing, working with a small collaborative team in a lean startup environment. You will be involved in all aspects of development over the complete product life cycle. You will have the opportunity to learn and use a diverse range of technologies from desktop and mobile applications to full-stack web application to servers and databases. We prefer generalists willing to learn anything, take on anything, take responsibility, and finish projects independently. As our company grows, your opportunity for advancement is only limited by your talents, interests, effort, and drive. Plus you will be working to improve the lives of people all around the world.
Sample activities:
Web server programming in Scala
AWS server configuration and maintenance
Browser client programming in Scala.js
Desktop application programming in C++
Data analysis programming in Scala
Requirements:
Professional and collaborative attitude
Motivation to make great software
Dedication to quality, and pride in the work you produce
The ability to work and finish a project independently
Knowledge, understanding, and respect for good software practices and development methodologies
Minimum 4 years of programming experience
Fluency with C++ or Scala strongly preferred
Things we use:
C++, Scala, Python, C++/CX, Objective-C, Java, AWS, Apache, Mysql, Play framework, Visual Studio, IntelliJ, Windows, iOS, Android, OpenAPI, Confluence, Jira, Trello, Mercurial, Git
Compensation:
Salary 100k - 140k depending on qualifications and experience, Great benefits including retirement, vacation, holidays, healthcare
Location:
Berkeley, CA. Local preferred, but partial or full remote work a possibility"
Manual Tester,Agama Solutions,"Sacramento, CA","Role: Manual Tester
Location: Sacramento, CA (Remote Role)
Duration: 6 Months+

Must have Manual Testing experience
Must be familiar with Public pension systems."
Frontend Software Engineer (Early Career),Apple,"Culver City, CA","Summary
Posted: Dec 28, 2021
Weekly Hours: 40
Role Number:200325445
Imagine what you could do here. At Apple, excellent ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there’s no telling what you could accomplish! Apple is seeking a Frontend Software Engineer to join our Global Network Services Retail & Enterprise software development team. This role involves building scalable web applications that aid in deploying, monitoring and securing the network infrastructure in our retail stores and corporate offices globally. This is an extraordinary opportunity to join a small, collaborative team, build expertise through the entire software lifecycle, and express your creativity!
Key Qualifications
Excellent written and communication skills
Creative problem-solving skills
Experience in delivering quality user experiences
Experience creating API driven web applications
Experience in frontend development using React, Redux, Javascript, ES6 technologies
Coursework and/or experience in CSS
Description
Your job is to use your passion for the user experience and have a keen eye for design to understand our network engineers’ requirements. You will work with extended teams to build and maintain scalable web applications. You’ll be given the opportunity to participate in engineering the entire product (backend, frontend, build, test, deploy, etc.) in a creative, collaborative environment, while demonstrating your strong sense of responsibility and obsession with quality. Finally, the software you develop must provide similar experiences to that of our external products; it must be sophisticated, simple and “just work”.
Education & Experience
BS or MS in Computer Science or related field
Additional Requirements
Apple is an equal opportunity employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants. Apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities. Apple is a drug-free workplace."
Software Developer 1 (2 Openings),Stanford University,"Stanford, CA","We are looking for a Python and Javascript developer to join Dr. J. Michael Cherry’s group in the Department of Genetics at Stanford University. This position can be remote or in-person as circumstances and qualifications dictate.

We build and maintain cutting edge web portals for the scientific community the online resource for basic scientific experimental research and an extensive online data warehouse and metadata project, the ENCODE Data Coordination Center and Portal (encodeproject.org) RegulomeDB (regulomedb.org) and the Saccharomyces Genome Database (www.yeastgenome.org). We are currently recruiting for the Data Administration and Coordination Center (DACC) for the new NHGRI Impact of Genomic Variation on Function (IGVF) Consortium (https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium).

All projects are funded via the National Institutes of Health. Our goals include understanding, tracking and analyzing the genetics of human health and basic biological research on model organism systems (cherrylab.stanford.edu/projects.html).

Qualified candidates are expected to contribute to all phases of software development at the IGVF DACC, including systems analysis, program design, development, and implementation.

Our current stack is Python (Pyramid), ReactJS, ElasticSearch, and Postgres developed using modern cloud-enabled, open-source best practices. Our open source repositories https://github.com/ENCODE-DCC/ and https://github.com/IGVF-DACC.

Complies with and supports University and government health & safety regulations & policies.

DESIRED QUALIFICATIONS:
Basic Understanding of modern web technology and frameworks.
Some experience with Python or Javascript, including JSON.
Working knowledge of git.
UNIX experience.

Duties include:
Assess user needs and requirements.
Design and develop applications that may involve sophisticated data manipulation.
Maintain and update existing programs.
Troubleshoot and solve technical problems.
Create programs to meet reporting and analysis needs.
Design and implement user and operations training programs.
Document changes in software for end users.
Follow team software development methodology.
Serve as technical resource with respect to applications.

- Other duties may also be assigned.
DESIRED QUALIFICATIONS:
Basic Understanding of modern web technology and frameworks.
Some experience with Python and Javascript, including JSON.
Working knowledge of git.
UNIX experience.

EDUCATION & EXPERIENCE (REQUIRED):
Bachelor's degree and three years of relevant experience or a combination of education and relevant experience.

KNOWLEDGE, SKILLS AND ABILITIES (REQUIRED):
Current knowledge of latest software and design standards.
Ability to define and solve logical problems for technical applications.
Knowledge of and ability to select, adapt, and effectively use a variety of programming methods.
Ability to recognize and recommend needed changes in user and/or operations procedures.
Basic knowledge of software engineering principles.
Strong knowledge of at least one programming language.

CERTIFICATIONS & LICENSES:
None.

PHYSICAL REQUIREMENTS*:
Constantly perform desk-based computer tasks.
Frequently sit, grasp lightly/fine manipulation.
Occasionally stand/walk, writing by hand.
Rarely use a telephone, lift/carry/push/pull objects that weigh up to 10 pounds

- Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job.

WORKING CONDITIONS:
May work extended hours, evening and weekends.

WORK STANDARDS (from JDL):
Interpersonal Skills: Demonstrates the ability to work well with Stanford colleagues and clients and with external organizations.
Promote Culture of Safety: Demonstrates commitment to personal responsibility and value for safety; communicates safety concerns; uses and promotes safe behaviors based on training and lessons learned.
Subject to and expected to comply with all applicable University policies and procedures, including but not limited to the personnel policies and other policies found in the University's Administrative Guide, http://adminguide.stanford.edu.

As an organization that receives federal funding, Stanford University has a COVID-19 vaccination requirement that will apply to all university employees, including those working remotely in the United States and applicable subcontractors. To learn more about COVID policies and guidelines for Stanford University Staff, please visit https://cardinalatwork.stanford.edu/working-stanford/covid-19/interim-policies/covid-19-surveillance-testing-policy."
Software Engineer - New Grad,Applied Intuition,"Mountain View, CA","About Applied
Autonomy is one of the leading technological advances of this century that will come to impact our lives. The work you’ll do at Applied will meaningfully accelerate the efforts of the top autonomy teams in the world. At Applied, you will have a unique perspective on the development of cutting edge technology while working with major players across the industry and the globe.
As the foremost enabler of autonomous vehicle development, Applied Intuition equips engineering and product teams with software that makes it faster, safer, and easier to bring autonomy to market. Applied’s suite of products, focused on simulation and analytics, delivers sophisticated infrastructure built for scale. Companies of all sizes use Applied to comprehensively test and rapidly accelerate their autonomous vehicle development. Headquartered in Silicon Valley with offices in Detroit, Tokyo, Munich, Washington D.C., and Seoul, Applied is composed of software and automotive experts from the top companies in the world (such as Google, Amazon, Apple, Waymo, Tesla, Delphi, GM, and Bosch).
About the Role
(We are hiring for all levels of experience.)
We are looking for bright engineers interested in designing elegant solutions to difficult problems in the autonomy space. Our software engineers work across our suite of products, tackling a variety of full-stack, infrastructure, robotics, and graphics challenges. At Applied, we encourage engineers to take ownership over technical and product decisions, closely interact with users to collect feedback, and contribute to a thoughtful, dynamic team culture.


At Applied, you will:
Work across our entire stack to develop new products, features, and tools for our customers' autonomy development workflows
Have an unparalleled opportunity to work with domain experts across a variety of fields: infrastructure, robotics, and graphics engineers, as well as startup veterans
Carve out your own area of expertise and influence product decisions
Collaborate with other members in the autonomy ecosystem and learn about different approaches to solving core issues in autonomy
We are looking for someone who:
Is a self-starter and can quickly become comfortable with new technical tools
Designs efficient and effective solutions to a wide range of engineering challenges
Takes initiative in a fast-paced environment
Nice to have:
Working knowledge of frontend, API layer, database ORM, containerization, or cluster orchestration frameworks (such as React, GraphQL, SQLAlchemy, Docker, or Kubernetes)
Experience working with simulation tools, modeling physical problems, or using robotics middleware (such as ROS)"
QA Tester,Rockbot,"Oakland, CA","This position will primarily focus on ensuring all products and features are rock solid for our customers. As a critical part of our development team, you will identify software defects via manual testing, you will write and run test cases according to test plans, thoroughly document issue reproduction steps, and ensure shipping software meets the highest degree of quality and reliability.

Our ideal candidate is organized, methodical, and has a firm grasp on how complex software systems operate (and break!). A software development background is a plus. If this sounds like you, we'd love to talk!

Rockbot is building the future of streaming media in businesses, and we're looking for a talented Quality Assurance Engineer to join the development team. Rockbot Engineering is a small, tight group in which everyone has a massive contribution to the success of our company. We're looking for a self-motivated individual that thrives in that environment and takes pride in building great software.

The Rockbot team is committed to creating uniquely curated brand opportunities by changing the way content is experienced in businesses of every size and shape. We are technologists, music lovers, and content creators all focused on producing the most amazing customer experience possible - and we're having a great time doing it! If this sounds compelling, let's talk.

You will:
Be responsible for running manual tests in preparation for software releases, ensuring the high quality of our platform
Create detailed, comprehensive, and well-structured test cases
Estimate, prioritize, and execute testing activities
Identify, record, and document all bugs within our bug tracking software
Perform thorough regression testing when bugs are resolved
Perform Adhoc testing in all aspects of the product
You have:
Experience and understanding of various browsers and operating systems
Passion for creating high-quality products and have a high bar for getting them right
Strong communication and teamwork skills
Curiosity & conviction that there is always more to learn and are eager to grow as an individual and a QA Representative

About Rockbot:

Rockbot is the first streaming platform to seamlessly combine TV, Music, and Digital Signage into one simple interface enabling businesses of all sizes to easily control their guest experience. We power in-location media for dozens of industries such as fitness, retail, hotels, restaurants, major airports and SMBs everywhere. Rockbot is backed by Google Ventures, Detroit Ventures, Universal Music and other leading investors."
Software Engineer,Swantide,"San Francisco, CA","Please apply at:  https://app.dover.io/apply/swantide/a09a860c-4ef5-4cdc-9574-0e257b507649?rs=55634680Swantide is changing the way companies manage their CRM. Our platform takes the headache out of set up, integrations, and maintenance of CRM software your sales team scales.‍You’ll be joining a lean team as a founding engineer, with the opportunity to make a huge impact. We’re looking for someone who is an ambitious learner, excited to get their hands dirty, and comfortable in a fast-paced environment. We’ll expect you to wear a lot of hats, and that excites you.RoleProduce high quality, production ready, and maintainable codeWork across the stack to start, with the opportunity to focus as our team growsDrive projects from zero to productionWork closely with our customers to listen to their needs and respond quickly to feedbackOur technologiesTypescript React/ReduxNode.jsSQL/PostgresGoogle Cloud PlatformRecommended Qualifications3+ years of full-time software engineering experience (5+ preferred)Knowledge of systems design / data modelsExperience working with Product teamsNice to have but not necessaryExperience working in a start-up environmentExperience with the Salesforce APIJob Type: Full-timePay: $120,000.00 - $180,000.00 per yearBenefits:Dental insuranceHealth insurancePaid time offVision insuranceSchedule:Monday to FridayApplication Question(s):Please apply at: https://app.dover.io/apply/swantide/a09a860c-4ef5-4cdc-9574-0e257b507649?rs=55634680Work Location: Multiple Locations"
Ground Software — Associate Engineer (Summer/Fall 2022),Astranis,"San Francisco, CA","Astranis is connecting the four billion people in the world who do not currently have access to the internet. We are building the next generation of smaller, lower-cost spacecraft to bring the world online.
We are well-funded by some of the best investors in the business and have raised over $350 million to date. We are have a world-class team that is passionate about building amazing technology. And we have a fun and collaborative work environment where you will learn a lot and make a huge impact no matter where you are in your career. Just check out our Glassdoor reviews to see what our team has to say about working at Astranis.
Our team is growing fast. Apply to be a part of our mission to connect the world!
Associate Engineer positions typically last for twelve weeks, and are salaried roles designed for students who have already received a bachelor's degree (or who will have done so before working at Astranis).
As an Associate Engineer, you will have an amazing opportunity to work on hard problems — we pride ourselves on giving everyone at Astranis a chance to do meaningful work on challenging projects, and our Associate Engineers work on projects that are of equal importance and difficulty to the projects we give our full-time employees. Many past Associate Engineers have designed and tested hardware/software that is heading to space on our first satellite, and many now work at Astranis full-time.
If you are still a college student, please apply to join us as an Intern.
Role:
Work with the engineering team to design, build, and implement our ground software system for GEOSat-1
Collaborate with our operations and satellite teams to build command interfaces and telemetry screens that command and control our satellite through its mission
This position is for 12 weeks in the April 2022 - December 2022 time frame
Requirements:
Have a four-year degree in Computer Science (or equivalent technical degree)
Object-oriented: Python or other
Demonstrated ability to design, write, and test software from scratch
Don't meet them all? Not a problem. Please apply even if you do not meet all these criteria.
Bonus:
Database: SQL, NoSQL
Experience with tools like Docker and load balancers for cloud resource provisioning, deployment, and management
Inter process communication
U.S. Citizenship, Lawful Permanent Residency, or Refugee/Asylee Status Required
(To comply with U.S. Government space technology export regulations, applicant must be a U.S. citizen, lawful permanent resident of the United States, or other protected individual as defined by 8 U.S.C. 1324b(a)(3))

Our mission and our products are meant to connect the world and everyone in it, regardless of gender, race, creed, or any other distinction. We believe in a diverse and inclusive workplace, and we encourage all people to join our team and bring their unique perspective to help make us stronger."
"SOFTWARE ENGINEER, GAME SUPPORT",DraftKings,"Dublin, CA","REMOTE - US | DUBLIN, IE
ENGINEERING
JR2916
FULL TIME
GET YOUR START AT A GROUNDBREAKING COMPANY.
Join our rapidly growing studio as we power up and create the next wave of world-class casino games! Be part of a collaborative group where everyone is closely involved in the design and development process. At DraftKings, we're pushing the bar for realism and entertainment and are looking for talented and passionate engineers who can bring their experience and ingenuity to our team. Our goal is to work hard and have fun as we build best in class games that set the standard for the industry. Let's build the future of online gaming together!


WHAT YOU’LL DO AS A SOFTWARE ENGINEER, GAME SUPPORT:
Support our ever-growing library of games through developing fixes and enhancements to improve the user experience of our products.
Build tools and processes to increase our ability to create and maintain our games.
Coordinate and manage the deployment of the next wave of games onto our platform.
 Work closely with other teams to facilitate game production and live support.
WHAT YOU’LL BRING:
Experience in game development or similar real-time rendering environments.
Experience with working across disciplines in both a technical and non-technical capacity.
Familiarity across one or more languages or similar: C#, JavaScript, Typescript, HTML5, CSS.
Familiarity with Unity or other game engines and tools.
A passion for working on games.
Mobile / web development experience preferred.
#LI-DP1

WHO ARE WE A GOOD FIT FOR?
We love working with talented people but more than that, we seek out compassionate co-workers with a collaborative spirit. Our work moves quickly and we’re great at coming together to find creative solutions to some of tech’s most interesting problems. If that sounds good to you, join us.

WE ARE DRAFTKINGS.

We’re inspired by our shared passion for developing creative solutions to complex challenges and empowering the people around us to do their best work. We are industry leaders in the digital entertainment and technology space propelled by constant curiosity and diverse perspectives.

Our teams are fueled by innovation. We are looking ahead, building what’s next, and continuously reinventing the industry. We’re a publicly traded (NASDAQ: DKNG) technology company headquartered in Boston, with teams around the world and an expanding global presence.

JOIN US!

We strive to create a place where all feel safe, empowered, engaged, championed, and inspired. DraftKings is proud to be an equal opportunity employer. This means we do not tolerate discrimination of any kind and are committed to providing equal employment opportunities regardless of your gender identity, race, nationality, religion, sexual orientation, status as a protected veteran, or status as an individual with a disability.

READY TO BUILD WHAT’S NEXT? APPLY NOW.

As a regulated gaming company, you may be required to obtain a gaming license issued by the appropriate state agency as a condition of employment."
Jr. Software Developer,Proponent,"Brea, CA","**THIS IS A 60/40 HYBRID ROLE**Company DescriptionProponent is the world’s largest independent aerospace distribution company. We partner with Suppliers around the globe to offer broad aircraft part solutions to a diverse international customer base. Our mission is to serve as a trusted advisor delivering innovative solutions in an engaging work environment. The Proponent brand means exactly what it says. It’s a brand that champions our customers, suppliers, and employees. We want each of our partners, internal and external, to win.Proponent takes immense pride in its status as a 100% employee-owned company, also known as an ESOP company. Ownership is ever-present throughout Proponent. A culture of ownership is one where employees feel a substantial, personal stake in the company’s performance. It creates a situation in which behavior is guided more by values than by rules. That means that each of us chooses to walk the walk and champion our values of integrity, agility, empathy, and intelligence.Headquartered in Brea CA, Proponent has more than 10 offices around the world.The OpportunityProponent is looking for a Junior Software Developer who wishes to make an impact with their diverse talents and problem-solving mindset. The ideal candidate would be interested in gaining experience in building and maintaining business administration solutions primarily, and web applications secondly. The Junior Software Developer supports the maintenance of our business applications. S/he is responsible for the development, maintenance, documenting, testing, and debugging of our business applications. S/he executes the software modifications, following coding standards and established development procedures using programming languages such as OpenEdge ABL, JavaScript, HTML, CSS, and Java. S/he will also be involved in analysis, design and development of new functionality and improvements. S/he will be part of a multi-disciplinary IT team, working closely with its team members. As an agile company Proponent is always looking for new opportunities and markets. This requires flexibility of the business processes and proficient skills to translate them into modifications to our systems. Social, conversational and analytical skills are a prerequisite of the position.Education and ExperienceCollege degree (Associates or Bachelors in Computer Science or equivalent experience)A natural problem solverAnalytical skillsConform to standardsDrive to improveStrong communication and interpersonal skills, a team playerTechnical requirements: We don’t require professional development experience, although it does work in your favor if you have it. Candidates without professional experience but with a strong school or personal project portfolio will be considered. We do require a strong interest in, or experience with software development principles, best practices & standards for writing clean, scalable, maintainable and well-tested code.Strong desire to learn to code – no prior professional experience requiredAbility to create/maintain technical documentationBasic understanding of programming conceptsBasic understanding of data models and relationshipsAccuracy to achieve first-time-right deliveriesAbilities that increase your chances: Understanding the concepts of application architecture (client/server, back-end/front-end, etc.)Understanding classes and objectsFamiliarity with Scrum/Agile development methodologies.Familiarity with application framework(s)Basic usage of version control toolsLooking for a chance to kickstart your career? And help Proponent continue to make the difference for our clients and suppliers? With a wide range of international airline companies as our clients, we not only provide you with the skills needed to succeed as a developer, but we also give you the opportunity to experience working together with people from all over the world.What we offerEmployee Stock Ownership PlanMedical, Dental Vision9 paid holidaysDedication to work/life balanceEngaging and active work environmentMentoring program and ongoing support to become a seasoned developer, opportunities exist with several programming languages and advancement within the companyExperience with an international team that is servicing the airline industryA full-time (40 hrs) position, located in Brea CA, with the opportunity to work from home one day a week..Job Type: Full-timePay: From $55,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftWork Location: One location"
"Software Engineer, New Graduate",Benchling,"San Francisco, CA","Over the coming years, biotech will fundamentally rewrite the way we live. Gene editing and cell therapy are dramatically changing how we treat cancer and other major illnesses. Biofuels and biomaterials are transforming the cars we drive, the clothes we wear, and the makeup of everyday objects. Crop science and synthetic biology are producing sustainable and ethical food. Benchling’s mission is to accelerate the research that propels us towards this reality, and magnify its impact, through modern software.

Every day, scientists around the world use Benchling’s applications, platform, & analytics in their efforts to solve humanity’s most pressing problems. For these scientists, Benchling is the central technology they use to conduct their research. Our customers include pharmaceutical giants, leading biotechs, and the world’s most renowned research institutes.
RESPONSIBILITIES

Work with and learn from a strong team of engineers. We grow our new grads through mentorship and ownership.
Own projects end-to-end, from initial design, to prototype, to large-scale rollout. You might:
Design and implement backend models and API endpoints for complex scientific workflows.
Design and implement rich frontend components and architecture. We build and operate one of the largest, richest React applications out there and power complex scientific analyses.
Design and build a platform framework or infrastructure tool for other Benchling engineers to use.
Work closely with product managers, designers, marketing, and sales to ensure that we’re building the right thing.
Help rapidly scale our product and team. As a member of the engineering team, you'll be an integral part of how we mature our tooling, best practices, engineering processes, and hiring.

YOU

Recently obtained or are pursuing a BA/BS and/or MA/MS degree in computer science, math or a related technical field.
Have had a prior Software Engineer Internship or similar experience.
Build software with a product-first approach. You ship code quickly and care about the real world impact of your code.
Have strong abilities in problem solving and iterating on feedback.
Enjoy ownership and building key pieces of product and/or platform.
Are interested in learning about life science, but prior knowledge is not required!

YOU MIGHT WORK ON
Check out our engineering blog for some examples of past work. Here are some other examples of recent and future projects:

Tools to simulate DNA assembly - computers can assist scientists by informing scientific decisions with complex calculations. Our bulk assembly tool allows scientists to simulate constructing hundreds of DNA constructs in parallel, visualizing the end result and highlighting potential issues.
Complex querying and visualization tools - The big advantage of keeping all your data stored in one system is that you can query that data all at once, without digging up multiple sources. This works best when you can query Benchling the same way you can query a database: by choosing from a large number of possible filters on any related objects, joining together various sources, and performing aggregations. We want to enable this in a user-friendly experience, without leaving your browser.
A customizable computation platform - Biologics are typically large protein complexes composed of a number of shared parts. We want to let scientists specify computations that can aggregate data across all of these related entities to surface derived values, which can be used in everything from data analysis to naming schemes. Scientists may develop custom protein analysis algorithms or proprietary validation logic - they'll be able to hook in custom code and push that computation to Benchling.
A new permissions system - Our existing permission system relies on Read/Write/Admin access that can only be applied at the top level of the file hierarchy. To roll out to enterprises with 500+ users, we need to offer them fine-grained control around exactly what actions a user can take and let them manage these in a hierarchical fashion.

Benchling welcomes everyone. We believe every member of our team enriches our diversity and inclusion by broadening our ways of problem-solving for future challenges. Even if you don't meet 100% of the qualifications for this job, we strongly encourage you to apply.

LEADERSHIP PRINCIPLES

Admit mistakes and shortcomings
Deliver results
Disagree and commit
Obsess over customers
Rely on work ethic
Show empathy
Recruit and develop the best
Sweat the details
Think and communicate clearly
Unite around the mission

PERKS AND BENEFITS

Work with a talented yet humble team
Competitive compensation & equity package
Weekly virtual social events, and annual company retreats
401k, Medical, dental, and vision insurance (US Employees Only)
Monthly health & wellness stipend
Yearly educational stipend
Flexible & Generous Vacation Policy: If you feel you need a break, you can talk directly with your manager to find coverage and support while you are out of the office. Need time off to vote? We've got you covered.
Quarterly company-wide mental health days off
Holiday Shut-down: company-wide holiday shut-down between Christmas Eve and New Years
Major US and EMEA holidays observed
To support remote work conditions during the COVID-19 pandemic, Benchling provides each employee a one-time stipend of $1,000(USD) upon commencing employment, and additional discounted employee purchase plans for home-office equipment.

Protecting the health of our employees and the candidates interested in a role at Benchling is our top priority. We appreciate your understanding and being open and flexible with any changes related to our interviewing process.


For applicants for U.S.-based roles only: All new hires in the United States are required to be fully vaccinated against COVID-19 and to provide proof of vaccination prior to their first day of employment. If you are unable to be vaccinated for medical or religious reasons, we will explore potential reasonable accommodations; however, Benchling may not be able to grant such accommodations in all cases if doing so would cause an undue hardship."
